"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.450704857E2,1.932452671E1,-9.917477704E1,2.281933470E3,2.274089844E3,1.379999995E0,8.500000000E0,1.717199291E-1,3.790092468E0,3.549000740E0,2.400000000E1
1.460709417E2,1.932453451E1,-9.917477404E1,2.281555273E3,2.273711670E3,1.159999967E0,1.119999981E1,1.725757150E-1,3.790092468E0,3.512004375E0,2.400000000E1
1.470709127E2,1.932454219E1,-9.917477351E1,2.281960772E3,2.274117188E3,1.149999976E0,9.899999619E0,1.737311375E-1,3.790092468E0,3.456920385E0,2.400000000E1
1.480708781E2,1.932455258E1,-9.917477366E1,2.282320856E3,2.274477295E3,1.169999957E0,9.100000381E0,1.750229707E-1,3.790092468E0,3.293737650E0,2.400000000E1
1.490708647E2,1.932456418E1,-9.917477434E1,2.282717804E3,2.274874268E3,1.169999957E0,7.800000191E0,1.764517296E-1,3.790092468E0,3.263337135E0,2.300000000E1
1.500704165E2,1.932457680E1,-9.917477690E1,2.282580085E3,2.274736572E3,1.179999948E0,1.899999976E0,1.777245341E-1,3.790092468E0,3.143563747E0,2.300000000E1
1.510706058E2,1.932458791E1,-9.917477982E1,2.282926257E3,2.275082764E3,1.159999967E0,3.586000061E2,1.789005096E-1,3.790092468E0,3.040674448E0,2.300000000E1
1.520705350E2,1.932459823E1,-9.917478227E1,2.283972381E3,2.276128906E3,1.159999967E0,2.799999952E0,1.801053672E-1,3.790092468E0,3.021996260E0,2.300000000E1
1.530709772E2,1.932460898E1,-9.917478371E1,2.284577340E3,2.276733887E3,1.149999976E0,5.099999905E0,1.812644377E-1,3.790092468E0,2.925950766E0,2.300000000E1
1.540705361E2,1.932461934E1,-9.917478493E1,2.284520679E3,2.276677246E3,1.149999976E0,2.200000048E0,1.827434578E-1,3.790092468E0,3.020603180E0,2.300000000E1
1.550712081E2,1.932463258E1,-9.917478358E1,2.286342668E3,2.278499268E3,1.190000057E0,3.582000122E2,1.840911550E-1,3.790092468E0,3.403870344E0,2.300000000E1
1.560702999E2,1.932464470E1,-9.917478352E1,2.286970814E3,2.279127441E3,1.200000048E0,3.200000048E0,1.854894143E-1,3.790092468E0,3.574162722E0,2.400000000E1
1.570706730E2,1.932465727E1,-9.917478389E1,2.287403403E3,2.279560059E3,1.190000057E0,1.030000019E1,1.869770914E-1,3.790092468E0,3.782764673E0,2.400000000E1
1.580707924E2,1.932467064E1,-9.917478337E1,2.287162649E3,2.279319336E3,1.200000048E0,9.800000191E0,1.883282706E-1,3.790092468E0,3.632551432E0,2.400000000E1
1.590710146E2,1.932468268E1,-9.917478163E1,2.287628439E3,2.279785156E3,1.190000057E0,8.199999809E0,1.896264375E-1,3.790092468E0,3.529294968E0,2.500000000E1
1.600710077E2,1.932469416E1,-9.917477938E1,2.287784415E3,2.279941162E3,1.190000057E0,1.130000019E1,1.909565234E-1,3.790092468E0,3.354223967E0,2.500000000E1
1.610711806E2,1.932470531E1,-9.917477479E1,2.288131060E3,2.280287842E3,1.190000057E0,1.160000038E1,1.923369500E-1,3.790092468E0,3.282097578E0,2.500000000E1
1.620703937E2,1.932471733E1,-9.917477150E1,2.288082198E3,2.280239014E3,1.200000048E0,6.500000000E0,1.938330693E-1,3.790092468E0,3.202603102E0,2.500000000E1
